Artifact Id,Example,Example Source,Example Description
d3f:DisplayServer,Wayland (display server protocol),dbpedia,"Wayland is a communication protocol that specifies the communication between a display server and its clients, as well as a C library implementation of that protocol. A display server using the Wayland protocol is called a , because it additionally performs the task of a compositing window manager. As part of its efforts, the Wayland project also develops a reference implementation of a Wayland compositor called ."
d3f:DisplayServer,XFree86,dbpedia,"XFree86 is an implementation of the X Window System. It was originally written for Unix-like operating systems on IBM PC compatibles and was available for many other operating systems and platforms. It is free and open source software under the XFree86 License version 1.1. It was developed by the XFree86 Project, Inc. The lead developer was David Dawes. The last released version was 4.8.0, released December 2008. The last XFree86 CVS commit was made on May 18, 2009; the project was confirmed dormant in December 2011."
d3f:DisplayServer,X.Org Server  X.Org Server  1,dbpedia,"X.Org Server, also known as X11 or X, is a display server that is responsible for delivering payloads between an X Client and an X Server. It is a family of protocols, with X11 being the 11th version of the X protocol. While the default display server for many Linux distributions has transitioned to Wayland, X.Org Server remains widely used and flexible, allowing developers to customize it according to their needs. It is an essential component for operating the GUI windows in Linux systems."
d3f:FileSystem,NTFS-3G,dbpedia,"NTFS-3G is an open-source cross-platform implementation of the Microsoft Windows NTFS file system with read/write support. NTFS-3G often uses the FUSE file system interface, so it can run unmodified on many different operating systems. It is runnable on Linux, FreeBSD, NetBSD, OpenSolaris, illumos, BeOS, QNX, WinCE, Nucleus, VxWorks, Haiku, MorphOS, Minix, macOS and OpenBSD. It is licensed under the GNU General Public License. It is a partial fork of ntfsprogs and is under active maintenance and development."
d3f:FileSystem,E2fsprogs,dbpedia,"e2fsprogs (sometimes called the e2fs programs) is a set of utilities for maintaining the ext2, ext3 and ext4 file systems. Since those file systems are often the default for Linux distributions, it is commonly considered to be essential software."
d3f:FileSystem,PUFFS (NetBSD),dbpedia,"Pass-to-Userspace Framework File System (puffs) is a NetBSD kernel subsystem developed for running filesystems in userspace. It was added to NetBSD in the 5.0 release, and was ported to DragonFly BSD in the 3.2 release."
d3f:FileSystem,Filesystem in Userspace,dbpedia,"Filesystem in USErspace (FUSE) is a software interface for Unix and Unix-like computer operating systems that lets non-privileged users create their own file systems without editing kernel code. This is achieved by running file system code in user space while the FUSE module provides only a bridge to the actual kernel interfaces. FUSE is available for Linux, FreeBSD, OpenBSD, NetBSD (as puffs), OpenSolaris, Minix 3, macOS, and Windows. FUSE is free software originally released under the terms of the GNU General Public License and the GNU Lesser General Public License."
d3f:FileSystem,NOVA (filesystem),dbpedia,"The NOVA (non-volatile memory accelerated) file system is an open-source, log-structured file system for byte-addressable persistent memory (for example non-volatile dual in-line memory module (NVDIMM) and 3D XPoint DIMMs) for Linux."
d3f:FileSystem,Ntfsprogs,dbpedia,"Ntfsprogs was a collection of free Unix utilities for managing the NTFS file system used by the Windows NT operating system (since version 3.1) on a hard disk partition. 'ntfsprogs' was the first stable method of writing to NTFS partitions in Linux. All NTFS versions were supported, as used by 32-bit and 64-bit Windows. ntfsprogs was a popular way of interacting with NTFS partitions and was included by most Linux distributions and on Live CDs. There are also versions that have been compiled for Windows. On April 12, 2011 Tuxera announced that Ntfsprogs project was merged into NTFS-3G."
d3f:FileSystem,Radmind,dbpedia,"Radmind is a suite of Unix command-line tools and an application server designed to remotely administer the file systems of multiple client machines. For Mac OS X, there is a graphical user interface called Radmind Assistant, as well as a GUI for the Radmind server called Radmind Server Manager. Radmind was the 2003 Apple Design Awards runner-up for Best Mac OS X Server Solution. Radmind is developed by the Research Systems Unix Group at the University of Michigan."
d3f:HardwareDevice,Vidi (magazine),dbpedia,"Vidi is a computer magazine, the first issue was released in November 1994. Its main topics are computers, but there are also articles about all segments of society where computers are in use."
d3f:HardwareDriver,HIDPoint,dbpedia,"HIDPoint is proprietary Linux software for USB Keyboards and Mice. Currently it supports most Logitech keyboards and mice. It runs on many Linux distributions such as RHEL, SUSE, Ubuntu and Fedora. HIDPoint has been designed to give users using USB Mice and Keyboards the same experience they get when using these devices on Microsoft Windows."
d3f:HardwareDriver,Microsoft Mouse and Keyboard Center,dbpedia,Microsoft Mouse and Keyboard Center is software that provides drivers for recent Microsoft mice and keyboards. It allows the user to set up and configure both mice and keyboards from within the same program.
d3f:HardwareDriver,AMD Radeon Software,dbpedia,AMD Radeon Software is a device driver and utility software package for Advanced Micro Devices's graphics cards and APUs. Its graphical user interface is built with Electron and is compatible with 64-bit Windows and Linux distributions.
d3f:HardwareDriver,SIO (software),dbpedia,"SIO is a serial port driver package for OS/2 written by . It is designed to not only improve performance over OS/2's default serial drivers, but also improve compatibility. SIO contains a virtualized FOSSIL (VX00) driver that can be loaded to provide FOSSIL support to DOS based communications software. SIO later added the ability to create virtualized COM ports, which, combined with the included program VMODEM, allows incoming telnet connections to be directed toward the virtualized COM port. Older communications software are also able to ""call out"" to telnet sites. This is possible due to a custom set of ""AT"" commands that allow users to pass a hostname to the VMODEM software.."
d3f:HardwareDriver,IntelliType,dbpedia,"Microsoft IntelliType is the brand driver for Microsoft's series of computer keyboards. Microsoft releases versions for both Windows and Mac OS X (as of version 10.15 Microsoft IntelliType no longer installs on Mac OS X). It has been succeeded by Microsoft Mouse and Keyboard Center, which combines IntelliType with IntelliPoint."
d3f:HardwareDriver,Vidix,dbpedia,VIDIX (video interface for *nix) is a portable programming interface for Unix-like operating systems that allows video card drivers running in user space to directly access the framebuffer through Direct Graphics Access extension to the X Window System.
d3f:HardwareDriver,Advanced Linux Sound Architecture,dbpedia,Advanced Linux Sound Architecture (ALSA) is a software framework and part of the Linux kernel that provides an application programming interface (API) for sound card device drivers. Some of the goals of the ALSA project at its inception were automatic configuration of sound-card hardware and graceful handling of multiple sound devices in a system. ALSA is released under GPL-2.0-or-later and LGPL-2.1-or-later.
d3f:HardwareDriver,IntelliPoint,dbpedia,"Microsoft IntelliPoint is the Microsoft-branded software driver for the company's hardware mice. Microsoft has released versions for both Windows and Mac OS X. It has been succeeded by Microsoft Mouse and Keyboard Center, which combines IntelliType (a Microsoft keyboard driver) with IntelliPoint."
d3f:HardwareDriver,WinUSB,dbpedia,"WinUSB is a generic USB driver provided by Microsoft, for their operating systems starting with Windows Vista but which is also available for Windows XP. It is aimed at simple devices that are accessed by only one application at a time (for example instruments like weather stations, devices that only need a diagnostic connection or for firmware upgrades). It enables the application to directly access the device through a simple software library. The library provides access to the pipes of the device. WinUSB exposes a client API that enables developers to work with USB devices from user-mode. Starting with Windows 7, USB MTP devices use WinUSB instead of the kernel mode filter driver."
d3f:HardwareDriver,AMDgpu (Linux kernel module),dbpedia,"AMDgpu is AMD's fully open source unified kernel driver for its GPUs on Linux.It takes the form of an in-tree kernel module. As of 2022, AMD Kernel Fusion Driver (KFD) is now integrated in this one kernel module. AMD KFD development at AMD is part of ROCm, under the ROCk project."
d3f:HardwareDriver,Direct Rendering Manager,dbpedia,"The Direct Rendering Manager (DRM) is a subsystem of the Linux kernel responsible for interfacing with GPUs of modern video cards. DRM exposes an API that user-space programs can use to send commands and data to the GPU and perform operations such as configuring the mode setting of the display. DRM was first developed as the kernel-space component of the X Server Direct Rendering Infrastructure, but since then it has been used by other graphic stack alternatives such as Wayland."
d3f:HardwareDriver,SCSI Pass-Through Direct  SCSI Pass Through Direct SPTD  1,dbpedia,"SCSI Pass-Through Direct (SPTD) is a driver that allows users to send commands to a SCSI device from the user space. It can be used with kernel extensions or driverkit to match with a specific device and pass commands to it. This driver is commonly used in Apple systems. It is recommended to select LSI Logic SAS as the type of SCSI controller and create a new SCSI controller instead of using a default one. SCSI Bus sharing mode can be set to virtual or physical depending on the need to share a virtual disk between virtual machines (VMs) on the same ESXi host or share a VMDK file between VMs. Windows Server 2012 R2 and later versions support SCSI controllers, particularly for shared virtual hard disks. It is advised to attach multiple disks to a single virtual SCSI controller for optimal performance. SCSI is not commonly used in consumer hardware devices but is still prevalent in business and enterprise server environments."
d3f:HardwareDriver,Nouveau (software),dbpedia,"nouveau (/nuːˈvoʊ/) is a free and open-source graphics device driver for Nvidia video cards and the Tegra family of SoCs written by independent software engineers, with minor help from Nvidia employees. The name of the project comes from the French word nouveau, meaning new. It was suggested by the original author, Stéphane Marchesin, after his IRC client's French-language autocorrect system offered the word ""nouveau"" as a correction for the letters ""nv""."
d3f:HardwareDriver,DarwiinRemote,dbpedia,"DarwiinRemote is an application for Mac OS X v10.4 or above which allows Wii Remote to fully control applications on a Mac. The software includes a desktop application and a developers' framework, allowing for additional functionality. To use the software, the computer must have Bluetooth enabled."
d3f:InterprocessCommunication,Libt2n,dbpedia,libt2n is a free Inter-process communication (IPC) library which offers a simple way for C++ applications to communicate with one another.
d3f:InterprocessCommunication,D-Bus,dbpedia,"In computing, D-Bus (short for ""Desktop Bus"")is a message-oriented middleware mechanism that allows communication between multiple processes running concurrently on the same machine. D-Bus was developed as part of the freedesktop.org project, initiated by Havoc Pennington from Red Hat to standardize services provided by Linux desktop environments such as GNOME and KDE."
d3f:InterprocessCommunication,Desktop communication protocol,dbpedia,"Desktop Communication Protocol (DCOP) was an inter-process communication (IPC) daemon by KDE used in K Desktop Environment 3. The design goal for the protocol was to allow applications to interoperate, and share complex tasks. Essentially, DCOP was a ‘remote control’ system, which allowed applications or scripts to enlist the help of other applications. DCOP is built on top of the X11 Inter-Client Exchange protocol."
d3f:InterprocessCommunication,OpenBinder,dbpedia,"OpenBinder is a system for inter-process communication. It was developed at Be Inc. and then Palm, Inc. and was the basis for the Binder framework now used in the Android operating system developed by Google. The kernel-side component of the Linux version of OpenBinder was merged into the Linux kernel mainline in kernel version 3.19, which was released on February 8, 2015."
d3f:InterprocessCommunication,SIMPL,dbpedia,Synchronous Interprocess Messaging Project for LINUX (SIMPL) is a free and open-source project that allows QNX-style synchronous message passing by adding a Linux library using user space techniques like shared memory and Unix pipes to implement SendMssg/ReceiveMssg/ReplyMssg inter-process messaging mechanisms.
d3f:IntrusionDetectionSystem,LogDog,dbpedia,LogDog is a mobile Intrusion Detection System (IDS) app. It monitors various online accounts and scans multiple indicators that are associated with unauthorized access by taking into account a user’s routine across various devices and services. The app is currently available for Android and iOS.
d3f:JobSchedule,Cron,dbpedia,"The cron command-line utility is a job scheduler on Unix-like operating systems. Users who set up and maintain software environments use cron to schedule jobs (commands or shell scripts), also known as cron jobs, to run periodically at fixed times, dates, or intervals. It typically automates system maintenance or administration—though its general-purpose nature makes it useful for things like downloading files from the Internet and downloading email at regular intervals. Cron's name originates from chronos, the Greek word for time."
d3f:Metadata,Nirvana (software),dbpedia,"Nirvana was virtual object storage software developed and maintained by General Atomics. It can also be described as metadata, data placement and data management software that lets organizations manage unstructured data on multiple storage devices located anywhere in the world in order to orchestrate global data intensive workflows, and search for and locate data no matter where it is located or when it was created. Nirvana does this by capturing system and user-defined metadata to enable detailed search and enact policies to control data movement and protection. Nirvana also maintains data provenance, audit, security and access control."
d3f:OperatingSystem,"Berkeley Software Design  , Inc.  1",dbpedia,"Berkeley Software Design, Inc. (BSDi) is a company that obtained the source code of the BSD operating system, which is derived from Research Unix. BSDi filled in the missing pieces and ported it to the Intel i386 computer architecture. They started selling the resulting BSD/386 operating system in 1991. BSD is an open-source operating system developed at the University of California, Berkeley in the 1970s. It is a UNIX-like operating system that initially differed from UNIX but later shared much of its source code. BSD and BSD-based operating systems have become widely used in computing, including powering significant parts of modern Internet infrastructure."
d3f:OperatingSystem,Parakey,dbpedia,"Parakey is a web-based computer user interface proposed by Firefox contributors Blake Ross and Joe Hewitt. Ross describes it as ""a Web operating system that can do everything an OS can do."" The idea behind it is to make image, video, and writing transfer to the web easier. He explains that the current problem with transferring data to the web is that in order to move an image onto the web you first have to transfer pictures from your digital camera, then upload them to a place like Flickr. Or, if you want to rant, you launch a blog on blogger.com before you can start talking."
d3f:OperatingSystem,Croquet OS,dbpedia,"Croquet OS is a web-based operating system for creating three-dimensional apps with multi-user functionalities that run simultaneously on any device. Croquet can be used for communication, online gaming environments such as massively multiplayer online role-playing games (MMORPGs), 3D wikis, virtual learning and problem solving environments, privately maintained or interconnected multi-user virtual environments, and more advanced functions such as highly scalable collaborative data visualization, resource sharing, and synchronous computation among multiple users."
d3f:OperatingSystem,URBI,dbpedia,"Urbi is an open-source cross-platform software platform in C++ used to develop applications for robotics and complex systems. Urbi is based on the UObject distributed C++ component architecture. It also includes the urbiscript orchestration language which is a parallel and event-driven script language. UObject components can be plugged into urbiscript and appear as native objects that can be scripted to specify their interactions and data exchanges. UObjects can be linked to the urbiscript interpreter, or executed as autonomous processes in ""remote"" mode."
d3f:OperatingSystem,Robot Operating System,dbpedia,"Robot Operating System (ROS or ros) is an open-source robotics middleware suite. Although ROS is not an operating system (OS) but a set of software frameworks for robot software development, it provides services designed for a heterogeneous computer cluster such as hardware abstraction, low-level device control, implementation of commonly used functionality, message-passing between processes, and package management. Running sets of ROS-based processes are represented in a graph architecture where processing takes place in nodes that may receive, post, and multiplex sensor data, control, state, planning, actuator, and other messages. Despite the importance of reactivity and low latency in robot control, ROS is not a real-time operating system (RTOS). However, it is possible to integrate ROS"
d3f:OperatingSystem,YaST,dbpedia,"YaST (Yet another Setup Tool) is a Linux operating system setup and configuration tool. YaST is featured in the openSUSE Linux distribution, as well as in SUSE's derived commercial distributions. It is also part of the defunct United Linux. YaST features tools that can configure many aspects of the system."
d3f:OperatingSystem,Windows MultiPoint Server,dbpedia,Windows MultiPoint Server is an operating system based on Microsoft Windows Server using Remote Desktop Services technology to host multiple simultaneous independent computing stations or terminals connected to a single computer (multiseat computing). Windows MultiPoint Server 2012 was the final release as an independent SKU and has been superseded by the MultiPoint Services role in Windows Server 2016.
d3f:OperatingSystem,Windows Server Essentials,dbpedia,"Windows Server Essentials (formerly Small Business Server or SBS) is an integrated server suite from Microsoft for businesses with no more than 25 users or 50 devices. It includes Windows Server, Exchange Server, Windows SharePoint Services, and Microsoft Outlook. Application server technologies are tightly integrated to provide and offer management benefits such as integrated setup, enhanced monitoring, Remote Web Workplace, a unified management console, and remote access."
d3f:Platform,Universal Windows Platform  Universal Windows Platform  1,dbpedia,"The Universal Windows Platform (UWP) is a development framework introduced by Microsoft that allows developers to create apps that can run on multiple Windows-based devices, including desktops, laptops, tablets, smartphones, Xbox consoles, and HoloLens. UWP apps can make use of Win32 APIs and .NET classes, and they can be designed and customized to work and look great across all Windows device types. With UWP, developers no longer target a specific operating system but instead target one or more device families. The platform provides the necessary tools and SDK, such as Visual Studio Community and the Windows SDK, to build these apps, and it is a collection of contracts and versions that determine where the app can run. Overall, UWP simplifies app development for Windows devices and allows for greater compatibility and flexibility."
d3f:Platform,Read Along,dbpedia,"Read Along, formerly known as Bolo, is an Android language-learning app for children developed by Google for the Android operating system. The application was released on the Play Store on March 7, 2019. It features a character named Dia helping children learn to read through illustrated stories. It has the facility to learn English and Indian major languages i.e. Hindi, Bengali, Tamil, Telugu, Marathi and Urdu as well as Spanish and Portuguese. It basically uses text-to-speech technology, through which the character named Dia reads the story, as well as speech-to-text technology, which mechanically identifies the matches between the text and the reading of the user. The story of Chhota Bheem and Katha Kids was added in September 2019. In April 2020, a new version of the application was re"
d3f:Platform,Apache Ignite,dbpedia,"Apache Ignite is a distributed database management system for high-performance computing. Apache Ignite's database utilizes RAM as the default storage and processing tier, thus, belonging to the class of in-memory computing platforms. The disk tier is optional but, once enabled, will hold the full data set whereas the memory tier will cache full or partial data set depending on its capacity."
d3f:Software,Reuters 3000 Xtra,dbpedia,"Reuters 3000 Xtra was an electronic trading platform which was released by Reuters in 1999 and supported until the end of 2013. It was typically used by professional traders and financial analysts in trading rooms. It was superseded by the Eikon platform, first released in 2010. It went on to become the de facto platform on traders' desks in banks and financial institutions due to the breadth of the information available, despite the significant cost and dedicated infrastructure required. Its main rival was the Bloomberg Terminal, although in many cases both systems were used."
d3f:Software,Vidi (magazine),dbpedia,"Vidi is a computer magazine, the first issue was released in November 1994. Its main topics are computers, but there are also articles about all segments of society where computers are in use."
d3f:Software,MetaTrader 4,dbpedia,"MetaTrader 4, also known as MT4, is an electronic trading platform widely used by online retail foreign exchange speculative traders. It was developed by MetaQuotes Software and released in 2005. The software is licensed to foreign exchange brokers who provide the software to their clients. The software consists of both a client and server component. The server component is run by the broker and the client software is provided to the broker’s customers, who use it to see live streaming prices and charts, to place orders, and to manage their accounts."
d3f:Software,Aicas,dbpedia,"aicas GmbH is a software corporation headquartered in Germany with subsidiaries in France and the United States. aicas provides Java technology and analysis tools for realtime and embedded systems. Its flagship product is JamaicaVM, a Java Virtual Machine with hard realtime garbage collection for time and safety critical applications, such as in avionics, automotive and industrial process control."
d3f:Software,IxiQuarks,dbpedia,"ixiQuarks is an experimental music software released by the ixi software team, focusing on both live and studio production contexts. ixiQuarks is a software environment designed for live musical improvisation that allows for user interaction on hardware, GUI and code level. The environment enables innumerable setups with flexible loading of tools and instruments. The ixiQuarks consist of different types of tools: basic utilities, instruments, effects, filters, spectral effects and generators."
d3f:Software,QDriverStation,dbpedia,"The QDriverStation is a free and open-source robotics software for the FIRST Robotics Competition. The project was started in September 2015 by Alex Spataru (Team 3794), with the objective to provide a stable, free, extensible and friendly to use alternative to the FRC Driver Station. Since then, several FRC students, alumni and mentors have contributed to the project by providing feedback, documenting the communication protocols and creating Linux packages."
d3f:Software,Zenobi,dbpedia,"Zenobi was a video game company that was known for its interactive fiction. The company was started by John Wilson in 1986 and continued in various forms until 2013. The company produced and published adventure games for the ZX Spectrum (along with the Atari ST) range of home computers, operating as a commercial entity from 1986 to 1997, selling the titles by mail-order. Emulator images were also available for PC and Amiga users. In its later years Zenobi concentrated on emulator users and produced numerous compilation CDs and DVDs."
d3f:Software,Hoopla (digital media service),dbpedia,"Hoopla (stylized as hoopla) is a web and mobile (Android/iOS) library media streaming platform launched in 2010 for audio books, comics, e-books, movies, music, and TV. Patrons of a library that supports Hoopla have access to its collection of digital media. Hoopla Digital is a division of Midwest Tape."
d3f:Software,Sqlstream,dbpedia,"SQLstream is a distributed, SQL standards-compliant plus Java stream processing platform. SQLstream, Inc. is based in San Francisco, California and was launched in 2009 by Damian Black, Edan Kabatchnik and Julian Hyde, author of the open source Mondrian Relational OLAP Server Engine."
d3f:Software,Adobe Sign,dbpedia,"Adobe Acrobat Sign (formerly EchoSign, eSign & Adobe Sign) is a cloud-based e-signature service that allows the user to send, sign, track, and manage signature processes using a browser or mobile device. It is part of the Adobe Document Cloud suite of services. Adobe Sign also supports Sandbox environment for Enterprise tier customers to test templates, customer workflows, and more. These objects can be moved from production to the sandbox for updates in a safe environment, then moved back to production once the updates are verified and ready for deployment."
d3f:Software,Plasq,dbpedia,"plasq is an international software limited liability company comprising software developers and user interface designers from the United States, Australia, Switzerland, Norway and France. They primarily develop for Mac OS X and iOS, however, a Microsoft Windows version of Comic Life is available."
d3f:Software,ManyCam,dbpedia,ManyCam is an application program that allows users to use their webcam with multiple different video chat and video streaming applications simultaneously for Windows and MacOS computers. Users can also add live graphics effects and filters to video feeds. ManyCam is available for annual or biennial licensing in different versions. It was previously published as freeware. ManyCam also publishes mobile apps.
d3f:Software,Veyon,dbpedia,"Veyon (Virtual Eye On Networks) is a free and open source software for monitoring and controlling computers across multiple platforms. Veyon supports users in teaching in digital learning environments, performing virtual trainings or giving remote support."
d3f:Software,MicroScope,dbpedia,"MicroScope is a digital magazine and website for IT professionals within the ICT channel in the United Kingdom. Based in London, the magazine is owned by TechTarget; it formerly published as a weekly print magazine under Dennis Publishing Ltd and Reed Business Information for over 29 years. The last printed edition was published on Monday 28 March 2011, leaving only the online edition. The magazines prominent focus is news, analysis, and assessment of issues within the channel marketplace. It was available free to professionals who meet the circulation requirements with it being funded through revenue received from display and classified advertising. In the late 1990s, MicroScope remarked in its masthead “MicroScope – The No.1 news weekly for computer resellers and suppliers”."
d3f:Software,TEOCO,dbpedia,"TEOCO is a privately held telecom software vendor based in Fairfax, Virginia in the United States."
d3f:Software,OrthoGraph,dbpedia,"OrthoGraph I is a building survey and floorplan creation application for iOS and Android mobile operating systems, developed by OrthoGraph, a software developer based in Budapest, Hungary. The software can be used to support building information modeling processes."
d3f:Storage,MicroScope,dbpedia,"MicroScope is a digital magazine and website for IT professionals within the ICT channel in the United Kingdom. Based in London, the magazine is owned by TechTarget; it formerly published as a weekly print magazine under Dennis Publishing Ltd and Reed Business Information for over 29 years. The last printed edition was published on Monday 28 March 2011, leaving only the online edition. The magazines prominent focus is news, analysis, and assessment of issues within the channel marketplace. It was available free to professionals who meet the circulation requirements with it being funded through revenue received from display and classified advertising. In the late 1990s, MicroScope remarked in its masthead “MicroScope – The No.1 news weekly for computer resellers and suppliers”."
d3f:UserInterface,PDCurses,dbpedia,"PDCurses is a public domain software programming library for DOS, OS/2, Windows, X11 and SDL2. It is a continuation of the original curses system - while development of curses ended in the mid-1990s, work on ncurses and PDCurses continued. PDCurses implements most of the functions available in the original X/Open and UNIX System V R4 curses. Development started in 1987 to support The Hessling Editor. It supports many compilers for these platforms. The X11 port lets one recompile existing text-mode curses programs to produce native X11 applications."
d3f:UserInterface,Spectasia,dbpedia,"Spectasia is a document browser (chooser) application that has been developed by MATT Services. Spectasia was first released as a beta version for Microsoft Windows in July 2006, with the latest stable release on 23 March 2009. Spectasia is commercial software, and is available for use under a License from MATT Services."
d3f:UserInterface,GPE Palmtop Environment,dbpedia,"GPE (a recursive acronym for GPE Palmtop Environment) is a graphical user interface environment for handheld computers, such as palmtops and personal digital assistants (PDAs), running some Linux kernel-based operating system. GPE is a complete environment of software components and applications which makes it possible to use a Linux handheld for tasks such as personal information management (PIM), audio playback, email, and web browsing. GPE is free and open-source software, subject to the terms of the GNU General Public License (GPL) or the GNU Lesser General Public License (LGPL)."
